Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
2451.0,0.3405467927455902,0.5508711218833924,0.4256477952003479,0.7614736000000001,0.746383261680603,0.34792839288711547,0.2714582085609436,0.31688607931137086,0.37264926433563234,0.5797579884529114,0.17452239692211152,0.4504067003726959,0.4139091968536377,0.5035767912864685,0.572677206993103,0.3084461271762848,0.422038,0.37972519993782045,0.42934760451316833,0.42875980138778685,0.4421004056,0.28919177055358886,0.8172770023345948,0.5007896780967712,0.8856618285179139,0.6057921767234802,0.21294210553169252,0.5685508012771606,0.3262263357639313
2452.0,0.3408655941486359,0.5508054852485657,0.42544159293174744,0.7617262,0.7460387587547302,0.34791979789733884,0.2710539996623993,0.31522771120071413,0.37221249341964724,0.5765889883041382,0.17396979928016662,0.4502781927585602,0.4129323959350586,0.5029575943946838,0.5727223992347718,0.30882147550582884,0.421486,0.38026940226554873,0.4284842014312744,0.42863077521324155,0.44068980220000004,0.2881592571735382,0.8158679962158203,0.4991621494293213,0.8855239510536194,0.6042533755302429,0.21208930909633636,0.5678329586982727,0.32270305752754214
2453.0,0.3411843955516815,0.550739848613739,0.425235390663147,0.7619788000000001,0.7456942558288574,0.3479112029075623,0.270649790763855,0.31356934309005735,0.3717757225036621,0.573419988155365,0.17341720163822175,0.45014968514442444,0.4119555950164795,0.5023383975028992,0.5727675914764404,0.30919682383537295,0.420934,0.38081360459327696,0.4276207983493805,0.4285017490386963,0.4392791988,0.28712674379348757,0.8144589900970459,0.4975346207618713,0.885386073589325,0.6027145743370056,0.21123651266098023,0.5671151161193848,0.31917977929115293
2454.0,0.3415031969547272,0.5506742119789123,0.4250291883945465,0.7622314,0.7453497529029847,0.34790260791778566,0.27024558186531067,0.3119109749794006,0.371338951587677,0.5702509880065918,0.17286460399627684,0.4500211775302887,0.4109787940979004,0.5017192006111145,0.5728127837181092,0.309572172164917,0.420382,0.38135780692100524,0.4267573952674866,0.428372722864151,0.4378685954,0.2860942304134369,0.8130499839782714,0.4959070920944214,0.8852481961250305,0.6011757731437684,0.21038371622562407,0.5663972735404968,0.3156565010547638
2455.0,0.3418219983577728,0.5506085753440857,0.42482298612594604,0.762484,0.7450052499771118,0.34789401292800903,0.26984137296676636,0.3102526068687439,0.3709021806716919,0.5670819878578186,0.17231200635433197,0.44989266991615295,0.4100019931793213,0.5011000037193298,0.5728579759597778,0.30994752049446106,0.41983,0.3819020092487335,0.42589399218559265,0.4282436966896057,0.436457992,0.28506171703338623,0.8116409778594971,0.49427956342697144,0.8851103186607361,0.599636971950531,0.20953091979026794,0.5656794309616089,0.31213322281837463
2456.0,0.3420405983924866,0.5507801294326782,0.4243539869785309,0.762393,0.7446607232093811,0.34796221256256105,0.2674937069416046,0.3085941672325134,0.3700031876564026,0.5644869923591613,0.17189730405807496,0.4496687471866608,0.4092465937137604,0.5004558026790619,0.572777783870697,0.31032288670539854,0.41925599999999996,0.3821824073791504,0.4255269944667816,0.4280670940876007,0.4343771938,0.2840291500091553,0.809974980354309,0.4930705428123474,0.8849724411964417,0.5984549760818482,0.20871005058288575,0.5649615526199341,0.3086097836494446
2457.0,0.3422591984272003,0.5509516835212708,0.4238849878311157,0.762302,0.7443161964416504,0.34803041219711306,0.2651460409164429,0.30693572759628296,0.36910419464111327,0.5618919968605042,0.17148260176181793,0.4494448244571686,0.40849119424819946,0.49981160163879396,0.5726975917816162,0.31069825291633607,0.418682,0.38246280550956724,0.42515999674797056,0.4278904914855957,0.4322963956,0.2829965829849243,0.8083089828491211,0.4918615221977234,0.8848345637321472,0.5972729802131653,0.20788918137550355,0.5642436742782593,0.3050863444805145
2458.0,0.34247779846191406,0.5511232376098633,0.42341598868370056,0.762211,0.7439716696739197,0.348098611831665,0.2627983748912811,0.3052772879600525,0.368205201625824,0.5592970013618469,0.17106789946556092,0.44922090172767637,0.40773579478263855,0.499167400598526,0.5726173996925354,0.31107361912727355,0.418108,0.38274320363998415,0.42479299902915957,0.4277138888835907,0.43021559740000004,0.28196401596069337,0.8066429853439331,0.49065250158309937,0.8846966862678528,0.5960909843444824,0.20706831216812133,0.5635257959365845,0.3015629053115845
2459.0,0.3426963984966278,0.5512947916984559,0.4229469895362854,0.76212,0.7436271429061889,0.34816681146621703,0.2604507088661194,0.303618848323822,0.36730620861053465,0.5567020058631897,0.17065319716930388,0.4489969789981842,0.40698039531707764,0.4985231995582581,0.5725372076034546,0.3114489853382111,0.417534,0.383023601770401,0.4244260013103485,0.4275372862815857,0.4281347992,0.2809314489364624,0.8049769878387452,0.48944348096847534,0.8845588088035583,0.5949089884757995,0.20624744296073913,0.5628079175949097,0.2980394661426544
2460.0,0.34291499853134155,0.5514663457870483,0.42247799038887024,0.762029,0.7432826161384583,0.34823501110076904,0.25810304284095764,0.30196040868759155,0.36640721559524536,0.5541070103645325,0.17023849487304688,0.448773056268692,0.4062249958515167,0.4978789985179901,0.5724570155143738,0.31182435154914856,0.41696,0.38330399990081787,0.4240590035915375,0.4273606836795807,0.426054001,0.27989888191223145,0.8033109903335571,0.4882344603538513,0.8844209313392639,0.5937269926071167,0.20542657375335693,0.5620900392532349,0.29451602697372437
2461.0,0.343301397562027,0.5515334844589234,0.4227167904376984,0.7617033999999999,0.7429381132125854,0.34825521111488345,0.25513729453086853,0.3003020405769348,0.3654778301715851,0.5531954050064087,0.1697792887687683,0.44854544997215273,0.4054975986480713,0.49741640090942385,0.5729944109916687,0.3121996998786926,0.416008,0.3830892026424408,0.4232322037220001,0.42707669734954834,0.4251254024,0.2788663685321808,0.8014233946800232,0.4873706638813019,0.8842830657958984,0.5920999884605408,0.2046536386013031,0.5613722085952759,0.2909927487373352
2462.0,0.3436877965927124,0.5516006231307984,0.4229555904865265,0.7613778,0.7425936102867127,0.3482754111289978,0.2521715462207794,0.2986436724662781,0.3645484447479248,0.5522837996482849,0.16932008266448975,0.4483178436756134,0.40477020144462583,0.49695380330085753,0.5735318064689636,0.31257504820823667,0.415056,0.3828744053840637,0.4224054038524628,0.426792711019516,0.4241968038,0.2778338551521301,0.7995357990264893,0.48650686740875243,0.884145200252533,0.5904729843139649,0.20388070344924927,0.5606543779373169,0.28746947050094607
2463.0,0.3440741956233978,0.5516677618026733,0.4231943905353546,0.7610522,0.7422491073608398,0.3482956111431122,0.2492057979106903,0.2969853043556213,0.3636190593242645,0.5513721942901612,0.16886087656021118,0.4480902373790741,0.40404280424118044,0.49649120569229127,0.5740692019462585,0.3129503965377808,0.414104,0.38265960812568667,0.4215786039829254,0.42650872468948364,0.42326820519999997,0.2768013417720795,0.7976482033729553,0.485643070936203,0.8840073347091675,0.5888459801673889,0.20310776829719543,0.5599365472793579,0.28394619226455686
2464.0,0.34446059465408324,0.5517349004745483,0.4234331905841827,0.7607266,0.7419046044349671,0.34831581115722654,0.2462400496006012,0.2953269362449646,0.36268967390060425,0.5504605889320373,0.16840167045593263,0.44786263108253477,0.403315407037735,0.49602860808372495,0.5746065974235535,0.31332574486732484,0.413152,0.3824448108673096,0.4207518041133881,0.4262247383594513,0.4223396066,0.2757688283920288,0.7957606077194214,0.48477927446365354,0.883869469165802,0.587218976020813,0.2023348331451416,0.5592187166213989,0.2804229140281677
2465.0,0.3448469936847687,0.5518020391464233,0.42367199063301086,0.760401,0.7415601015090942,0.34833601117134094,0.24327430129051208,0.29366856813430786,0.36176028847694397,0.5495489835739136,0.16794246435165405,0.4476350247859955,0.40258800983428955,0.4955660104751587,0.5751439929008484,0.3137010931968689,0.4122,0.3822300136089325,0.4199250042438507,0.42594075202941895,0.421411008,0.27473631501197815,0.7938730120658875,0.4839154779911041,0.8837316036224365,0.5855919718742371,0.20156189799308777,0.5585008859634399,0.27689963579177856
2466.0,0.34533119201660156,0.5518626928329468,0.4234009921550751,0.7603252,0.7414094686508179,0.34842761158943175,0.24226842522621156,0.29290640354156494,0.3604741930961609,0.5497929811477661,0.1674820989370346,0.4473582863807678,0.40221020579338074,0.49479140639305114,0.5748357892036438,0.31404409408569334,0.41092,0.38151981234550475,0.41949840188026427,0.42569372057914734,0.42045520579999995,0.2757247507572174,0.791536009311676,0.48293530344963076,0.8836797714233399,0.5834179759025574,0.20082297921180725,0.5571174025535583,0.27476590871810913
2467.0,0.34581539034843445,0.5519233465194702,0.42312999367713927,0.7602494,0.7412588357925415,0.34851921200752256,0.241262549161911,0.292144238948822,0.3591880977153778,0.5500369787216186,0.16702173352241517,0.44708154797554017,0.4018324017524719,0.4940168023109436,0.5745275855064392,0.31438709497451783,0.40964,0.380809611082077,0.41907179951667783,0.42544668912887573,0.4194994036,0.2767131865024567,0.7891990065574646,0.48195512890815734,0.8836279392242432,0.5812439799308777,0.20008406043052673,0.5557339191436768,0.2726321816444397
2468.0,0.34629958868026733,0.5519840002059937,0.4228589951992035,0.7601736,0.7411082029342652,0.3486108124256134,0.24025667309761048,0.2913820743560791,0.35790200233459474,0.5502809762954712,0.1665613681077957,0.4468048095703125,0.4014545977115631,0.4932421982288361,0.5742193818092346,0.3147300958633423,0.40836,0.3800994098186493,0.41864519715309145,0.4251996576786041,0.41854360139999996,0.2777016222476959,0.7868620038032532,0.48097495436668397,0.8835761070251464,0.579069983959198,0.19934514164924622,0.5543504357337952,0.27049845457077026
2469.0,0.3467837870121002,0.5520446538925171,0.4225879967212677,0.7600977999999999,0.7409575700759887,0.34870241284370423,0.23925079703330993,0.2906199097633362,0.3566159069538116,0.5505249738693238,0.16610100269317626,0.44652807116508486,0.4010767936706543,0.4924675941467285,0.5739111781120301,0.31507309675216677,0.40708,0.37938920855522157,0.418218594789505,0.4249526262283325,0.4175877992,0.27869005799293517,0.7845250010490418,0.47999477982521055,0.8835242748260498,0.5768959879875183,0.1986062228679657,0.5529669523239136,0.26836472749710083
2470.0,0.3472679853439331,0.5521053075790405,0.4223169982433319,0.760022,0.7408069372177124,0.34879401326179504,0.2382449209690094,0.28985774517059326,0.35532981157302856,0.5507689714431763,0.16564063727855682,0.4462513327598572,0.4006989896297455,0.49169299006462097,0.5736029744148254,0.3154160976409912,0.4058,0.3786790072917938,0.4177919924259186,0.4247055947780609,0.416631997,0.27967849373817444,0.7821879982948303,0.4790146052837372,0.8834724426269531,0.5747219920158386,0.19786730408668518,0.551583468914032,0.2662310004234314
2471.0,0.34774158596992494,0.5524884939193726,0.42257959842681886,0.7599614,0.7407047867774963,0.3486402094364166,0.24010138511657714,0.28931971192359923,0.3540033340454102,0.552554976940155,0.16508044302463531,0.4458750545978546,0.4004047930240631,0.49080238938331605,0.5733739852905273,0.3157509922981262,0.40438799999999997,0.3776692032814026,0.4171251952648163,0.42426156997680664,0.41672139799999997,0.28117220401763915,0.7800583958625793,0.47825019955635073,0.8834421396255493,0.5730495929718018,0.19723458886146544,0.5500336289405823,0.2644448459148407
2472.0,0.34821518659591677,0.5528716802597046,0.4228421986103058,0.7599008,0.7406026363372803,0.3484864056110382,0.2419578492641449,0.2887816786766052,0.35267685651779174,0.5543409824371338,0.1645202487707138,0.44549877643585206,0.40011059641838076,0.48991178870201113,0.5731449961662293,0.31608588695526124,0.402976,0.37665939927101133,0.416458398103714,0.42381754517555237,0.41681079899999995,0.28266591429710386,0.7779287934303284,0.4774857938289642,0.8834118366241455,0.5713771939277649,0.19660187363624573,0.5484837889671326,0.26265869140625
2473.0,0.34868878722190855,0.5532548666000366,0.4231047987937927,0.7598402,0.7405004858970642,0.3483326017856598,0.24381431341171264,0.28824364542961123,0.35135037899017335,0.5561269879341125,0.1639600545167923,0.4451224982738495,0.39981639981269834,0.48902118802070615,0.5729160070419311,0.31642078161239623,0.401564,0.37564959526062014,0.4157916009426117,0.4233735203742981,0.4169002,0.2841596245765686,0.7757991909980774,0.47672138810157777,0.8833815336227417,0.569704794883728,0.195969158411026,0.5469339489936829,0.2608725368976593
2474.0,0.3491623878479004,0.5536380529403686,0.42336739897727965,0.7597796,0.7403983354568482,0.3481787979602814,0.2456707775592804,0.2877056121826172,0.3500239014625549,0.5579129934310914,0.1633998602628708,0.44474622011184695,0.399522203207016,0.48813058733940123,0.5726870179176331,0.31675567626953127,0.400152,0.3746397912502289,0.4151248037815094,0.4229294955730438,0.416989601,0.28565333485603334,0.7736695885658265,0.47595698237419126,0.8833512306213379,0.5680323958396911,0.19533644318580629,0.5453841090202332,0.2590863823890686
2475.0,0.3496359884738922,0.5540212392807007,0.4236299991607666,0.759719,0.7402961850166321,0.34802499413490295,0.24752724170684814,0.28716757893562317,0.3486974239349365,0.5596989989280701,0.16283966600894928,0.44436994194984436,0.3992280066013336,0.4872399866580963,0.572458028793335,0.31709057092666626,0.39874,0.37362998723983765,0.4144580066204071,0.42248547077178955,0.417079002,0.28714704513549805,0.7715399861335754,0.4751925766468048,0.8833209276199341,0.5663599967956543,0.19470372796058655,0.5438342690467834,0.2573002278804779
2476.0,0.3500589907169342,0.5543542623519897,0.42351800203323364,0.7601594,0.740194034576416,0.3481783926486969,0.25040441155433657,0.2866295278072357,0.3477229714393616,0.5607931971549988,0.1621896356344223,0.4439562201499939,0.3993528068065643,0.48552699089050294,0.5727386236190796,0.3174254834651947,0.39754,0.37243338823318484,0.414067405462265,0.42193264365196226,0.4164820018,0.28864082098007204,0.7693851947784424,0.47445982694625854,0.8832906246185303,0.565913200378418,0.19409096837043763,0.54228435754776,0.25551398694515226
2477.0,0.3504819929599762,0.5546872854232788,0.4234060049057007,0.7605998,0.7400918841362,0.34833179116249086,0.25328158140182494,0.28609147667884827,0.3467485189437866,0.5618873953819274,0.16153960525989533,0.4435424983501434,0.399477607011795,0.48381399512290957,0.5730192184448242,0.31776039600372313,0.39633999999999997,0.37123678922653197,0.4136768043041229,0.421379816532135,0.41588500159999997,0.290134596824646,0.7672304034233093,0.4737270772457123,0.8832603216171264,0.5654664039611816,0.1934782087802887,0.5407344460487366,0.25372774600982667
2478.0,0.3509049952030182,0.5550203084945678,0.4232940077781677,0.7610402,0.7399897336959839,0.3484851896762848,0.25615875124931337,0.2855534255504608,0.3457740664482117,0.5629815936088562,0.16088957488536834,0.443128776550293,0.3996024072170258,0.48210099935531614,0.5732998132705689,0.3180953085422516,0.39514,0.37004019021987916,0.41328620314598086,0.42082698941230773,0.4152880014,0.29162837266922,0.7650756120681763,0.472994327545166,0.8832300186157227,0.5650196075439453,0.19286544919013976,0.5391845345497132,0.251941505074501
2479.0,0.3513279974460602,0.555353331565857,0.42318201065063477,0.7614806,0.7398875832557679,0.34863858819007876,0.25903592109680174,0.28501537442207336,0.3447996139526367,0.5640757918357849,0.16023954451084138,0.4427150547504425,0.3997272074222565,0.48038800358772277,0.5735804080963135,0.31843022108078,0.39393999999999996,0.3688435912132263,0.41289560198783876,0.4202741622924805,0.41469100119999996,0.2931221485137939,0.7629208207130432,0.47226157784461975,0.8831997156143189,0.564572811126709,0.19225268959999084,0.5376346230506897,0.25015526413917544
2480.0,0.3517509996891022,0.555686354637146,0.4230700135231018,0.761921,0.7397854328155518,0.3487919867038727,0.26191309094429016,0.2844773232936859,0.34382516145706177,0.5651699900627136,0.1595895141363144,0.44230133295059204,0.3998520076274872,0.4786750078201294,0.5738610029220581,0.31876513361930847,0.39274,0.3676469922065735,0.41250500082969666,0.4197213351726532,0.414094001,0.2946159243583679,0.7607660293579102,0.4715288281440735,0.883169412612915,0.5641260147094727,0.19163993000984192,0.5360847115516663,0.2483690232038498
